000000BE	vaporization	0BABB10F
01AB0297	fluidized bed combustion	0388629B
01AB0D26	networks	01DCF91B
01AB0F02	calcium	1EF04884
01AB0F02	solar radiation	0A2F051D
01AB103D	phase modulation	05C594C7
01AB1279	oscillations	0197ED35
01AB138B	information utilization	0422308E
01AB15FF	electromagnetic field	01B81F85
01AB1741	services	02A1D9D3
01AB1FCF	research methodology	018BBEDC
01AB2151	emission line	05BB01BE
01AB27E2	cost estimation	059A1212
01AB27E2	decision making process	074A4844
01AB27E2	neuro fuzzy	01C1B033
01AB2E6D	interleukin 3	07D90D80
01AB36D3	flow rate	0A4258EC
01AB3987	plancton	06771C97
01AB39AA	customization	0AE867C7
01AB39AA	information infrastructure	01E2FB0C
01AB39AA	inspection	06A1B9DD
01AB39AA	risk management	01F5F45C
01AB39AA	sustainable development	20F3E3AF
01AB39AA	trade policy	085E89BB
01AB3A5E	radio frequency	046A2272
01AB3AB8	politics	05A3DFDE
01AB44C3	complex network	0215411F
01AB46AA	lattice model	0481381B
01AB49F0	culture	0163979E
01AB5811	infrared spectra	092866BE
01AB5A62	root mean square	044936F3
01AB6003	electron density	077AC0BB
01AB657D	forest ecosystem	046828F3
01AB69E6	slope stability	068F8669
01AB8C7F	cloud radiative forcing	06CE9B3D
01AB8DAF	dielectric spectroscopy	006B6F51
01AB8EA4	boundary scan	000F25FF
01AB922E	materials science	0B7A44E7
01AB948E	humanidades	00EFAF77
01AB94CD	bioinformatics	039D5C06
01AB9829	industrial relations	02456EC8
01AB99DE	real time systems	04BB9B33
01AB9B31	regional economics	08D827D1
01AB9BC9	gamma radiation	0078B374
01ABA322	morphological analysis	048C3502
01ABA473	meteorology	092315D3
01ABA50F	peculiar galaxies	09DF7DE5
01ABA60E	kernel method	0749D935
01ABAC89	humanidades	00EFAF77
01ABAD88	distribution	0690516A
01ABADEE	finite element analysis	0815852D
01ABB3FF	marketing	09B4F1FA
01ABB5B9	ethanol	03E2A050
01ABBAC5	higher education	0734F9EA
01ABBCA8	quantum mechanics	03B9FD3C
01ABBCD1	humanidades	00EFAF77
01ABBE1B	construction	08081C26
01ABBFC9	social sciences	0229BD39
01ABC833	rate equation	06A03740
01ABC847	hr	066A8B4E
01ABCC00	temperature	07CF2CF2
01ABCD0E	physical properties	01243458
01ABD2F1	carbon stars	02D2D494
01ABD43D	bond	04282198
01ABD62A	powder diffraction	0B0778F4
01ABE006	chemical industry	00BD46EF
01ABE6DB	mainstreaming	093535F1
01ABE733	digital television	1F08F890
01ABE813	carbon dioxide	1F9E4C7C
01ABEB10	collaboration	215A1CAF
01ABEB37	magnetic field	06DEBD1C
01ABF2A3	supply chain management	02A0FD19
01ABFE8A	immunohistochemistry	0C2C58E0
01AC05C5	humanidades	00EFAF77
01AC085A	tracking	027F67CA
01AC09D8	taste	008752B1
01AC115E	3d	03F8AEDA
01AC177C	somaclonal variation	00BF85CC
01AC1A16	second harmonic generation	01D4A5A6
01AC1A51	budgetary constraints	0081CA22
01AC1E31	vortices	0864C192
01AC250B	transition probability	05E30395
01AC283F	humanidades	00EFAF77
01AC28E4	self assembly	0199CDB0
01AC3254	humanidades	00EFAF77
01AC33FC	capital	057827A2
01AC3BF4	humanidades	00EFAF77
01AC43BF	sequence analysis	03A39B1C
01AC4722	iron	20BC0271
01AC4924	physical properties	01243458
01AC49EC	predictive validity	013BA433
01AC5357	time frequency	087D5CA7
01AC55F6	state	02DE000C
01AC5DAC	competitive advantage	037D593B
01AC5DAC	developing country	04FFAAB8
01AC6170	teaching methods	05481632
01AC61DD	internet	069BD3D4
01AC6282	fiber optic	0B93C032
01AC63AC	nursing	097BD508
01AC68C4	independent study	0862DAF6
01AC752E	clothing	1F99D69E
01AC752E	money	0900D680
01AC7BE5	poetry	09D45F9B
01AC7CAA	phase change	07F156A4
01AC7E1B	plasma physics	04EE01E5
01AC7EA4	potassium	1EDCC6B2
01AC7ED6	emigration	06353887
01AC8146	resource allocation	01BD96E4
01AC82F7	surface wave	050466F2
01AC8330	urban design	0C3CA4A9
01AC83D7	atlantic world	0C669970
01AC9607	mathematical model	0496747A
01AC9624	shear zone	016375D4
01AC990E	exploration	075682AE
01AC9AD2	natural gas	038AC9A7
01ACA7C5	audits	0BE474D7
01ACBE9B	heat treatment	09828F5A
01ACBF36	integral equation	019C3C7B
01ACC33D	neutrons	09180329
01ACC43E	humanidades	00EFAF77
01ACC476	high resolution	0C3DBC40
01ACC784	gravity wave	0B15C212
01ACCD79	nature reserve	03316EFC
01ACCF75	high pressure	01CB058F
01ACD05A	nuclear reactor	2046FDA2
01ACD331	logistic regression analysis	090EAA43
01ACD854	text mining	044294F0
01ACDA4F	system design	01DE6519
01ACDA80	impact	0BE13B9F
01ACDCA8	decomposers	06358215
01ACDEA0	spatial resolution	0C3DBC40
01ACE014	macho	02F5F9C2
01ACE30F	public health	08462B56
01ACED66	incubation	0187454E
01AD063A	high resolution	0C3DBC40
01AD0643	aluminium	1E961935
01AD1D68	skin	00A103E1
01AD2288	intermetallic compound	01A3A3A7
01AD2416	nuclear reactions	0C4A3D47
01AD24D3	identification	04B00DA7
01AD2523	phase space	09054EE3
01AD281B	kinetics	08E001DD
01AD2B3A	mass movement	024AD56E
01AD3574	humanidades	00EFAF77
01AD36E2	immune system	0087AC0D
01AD39F8	equivalence	0A8BD102
01AD39F8	justice	085273D8
01AD3B12	bioinformatics	039D5C06
01AD3B1E	cross section	09FAC663
01AD5030	competence	05FDD59F
01AD52AC	baroque	082176FD
01AD5ECA	probability density function	0BBED543
01AD5F7D	electricity generation	00067658
01AD619B	question	04379864
01AD624C	space mapping	040E09CB
01AD62DD	hybrid system	0308A2D5
01AD62DD	particle detector	0AF2BD52
01AD62DD	standard deviation	015A1187
01AD6587	pigments	03D97BDB
01AD6DB5	optimization	07868074
01AD6DC0	globalization	002055CC
01AD6E9F	environmental science	0259B070
01AD6F8B	higher education	0734F9EA
01AD73D9	transition elements	065D3D8D
01AD754C	metabolism	03B5955F
01AD7B5F	girders	0BB38DF0
01AD8253	hysteresis loop	0759656E
01AD8844	ribosomes	0546137C
01AD8C0E	location	03B1BF02
01AD8F83	nuclear energy	1E9DBBB3
01AD923C	electric conductivity	042BFA35
01AD94D5	economic globalization	03C900D7
01AD957F	social science	0229BD39
01AD9AE7	reactor pressure vessel	0AB2ECC8
01ADA1F4	magnetic structure	0A7777B9
01ADA814	educational philosophy	0C580B7D
01ADAD69	electric field	039FB84C
01ADAEEC	woody plant	07ACB44C
01ADB1FA	harmonic generation	03DAD3ED
01ADB27B	dwarf galaxies	0236650E
01ADB2EC	histopathology	2079D59F
01ADB2F8	indium	2061FC83
01ADB9A3	collective excitations	082282AB
01ADB9A3	dispersion relation	0C131F00
01ADB9D2	chromium	1E812D18
01ADC39A	upwelling	08E6E1BE
01ADC5DC	philosophy	08473A1E
01ADCA97	natural gas	038AC9A7
01ADD03C	phase transition	08E5F4C1
01ADD03C	superlattices	0648029E
01ADD82F	chemical reaction	0A990802
01ADDBB8	biomedical research	0660586C
01ADDBF0	animal health	028FB3D0
01ADDECE	least square	0A7DBC5D
01ADDECE	main sequence stars	036515E5
01ADDECE	quantum mechanics	03B9FD3C
01ADE604	near real time	04BB9B33
01ADF662	gamma ray	0078B374
01ADFCC9	spectrum	099F6B15
01ADFEEB	renormalization group	0415B90B
01AE04DF	life expectancy	07FB8951
01AE075E	shallow water	0B1B727B
01AE0816	teaching methods	05481632
01AE0839	leadership	06656A43
01AE120B	relative humidity	09798B7E
01AE1BED	black	02C6E11D
01AE1F4F	human serum albumin	09DF19DD
01AE2885	formal language	08B4E4A7
01AE2D54	stigma	0A07D4D9
01AE3250	beta decay	02CA33E6
01AE3681	control	046EBFB3
01AE38B0	mma	0A000717
01AE3BC1	controller	04C01E32
01AE41AF	biological control	063E02D5
01AE4738	population	0A4C2750
01AE5C63	image	06E96F52
01AE5D5A	fatigue strength	07DBE0A0
01AE600E	screenwriting	010445C1
01AE62D4	quantum fluctuation	087503DF
01AE6760	epitaxial growth	0699BCC6
01AE6E0A	optimization	07868074
01AE6E30	conceptual model	00CF9FEB
01AE6E7E	planning	05A01F3D
01AE6F80	incompressible	050BBEAB
01AE707C	leadership qualities	06656A43
01AE760A	species diversity	03BBF0D6
01AE76B8	modulus of elasticity	0BAF2B78
01AE80AB	radio telescope	09A5120D
01AE8994	mathematical models	0496747A
01AE8E29	isotope separation	0020B150
01AE9185	arq	0A3FC946
01AE920F	object model	013ED309
01AE920F	profitability	07B5E46C
01AE942D	humanidades	00EFAF77
01AE9AF9	natural gas	038AC9A7
01AEA683	nuclear reactions	0C4A3D47
01AEA79F	revolution	046BAA8A
01AEACD9	humanidades	00EFAF77
01AEB174	arid region	08FC9B98
01AEB3E4	folk culture	080535B2
01AEB683	system of equations	05A251B6
01AEB740	concrete	1EE836C7
01AEB794	fluid dynamics	056188B8
01AEB891	ripening	0A45E809
01AEBED3	ferromagnetic	04E68BE4
01AEC011	literature	0772A089
01AEC904	pcr	02ED4B9E
01AECF7B	filter bank	05FDBE9B
01AED6D1	genetics	033D6521
01AED7A8	concrete	1EE836C7
01AED86D	developable surface	0AD5A451
01AEDAE6	proteins	0ACD5B90
01AEE69F	injury prevention	0B590F33
01AEE6B7	gamma radiation	0078B374
01AEEC50	catalan	09C80C69
01AEED88	higher education	0734F9EA
01AEFDC2	heat loss	0302D694
01AF024C	cognitive development	085EF8C0
01AF0488	neutron sources	0AD69034
01AF0993	oscillations	0197ED35
01AF11FC	philosophical anthropology	021E35AA
01AF1BC8	comparative religion	0133F58A
01AF1BC8	memory	0C58D7F4
01AF1FE9	feedback	063B0316
01AF22C9	code generation	07EFE437
01AF27AC	ion beam	0306C132
01AF29E1	carbon nanotubes	1E9EC275
01AF308D	energy conversion	08A1D149
01AF37FE	primary education	00995BD6
01AF3B8E	ionic conductivity	0844140D
01AF3D54	working group	09A6F436
01AF415F	gravity wave	0B15C212
01AF4625	labor relations	04D3B8BE
01AF4671	particle filter	031FE2B9
01AF4CAB	periodicals	077757D9
01AF4D81	milky way	211C9131
01AF539E	discourse analysis	0507ADEE
01AF53E1	heat and mass transfer	030AC8A1
01AF54EC	marketing	09B4F1FA
01AF57C6	information design	0730075E
01AF5892	copy number	07339647
01AF58A2	genetics	033D6521
01AF66B4	gingiva	1FCB0DC1
01AF684E	humanidades	00EFAF77
01AF6861	observation	07AF7333
01AF6861	storms	0646DAE1
01AF68D6	sea level	0470CDF5
01AF6DD7	carbon dioxide	1F9E4C7C
01AF6E89	condensed matter physics	019A0CB4
01AF7BD9	public health	08462B56
01AF8112	biological sciences	052C8328
01AF86DF	diagnostic test	04E5A020
01AF88B5	quark gluon plasma	0022FCE7
01AF8A02	digital humanities	017393A9
01AF9999	phosphorus	1E6E322B
01AFA01E	randomized algorithm	07AB559A
01AFA214	sol gel	0249E910
01AFAC66	automatic control	09F61B6E
01AFACAA	nuclear power	1E9DBBB3
01AFB534	neuronal activity	046D08AE
01AFC510	bioinformatics	039D5C06
01AFC510	ecology	01207101
01AFC510	nature	09ED754B
01AFC97F	kinetics	08E001DD
01AFD628	local field	050AA555
01AFD671	thermal conductivity	05CD63E2
01AFD8CA	humanidades	00EFAF77
01AFDAB6	nuclear waste	055892AC
01AFDC21	electric motor	0A8ADA34
01AFDC21	field experiment	04822AE1
01AFDC21	particles	061F7701
01AFE709	interaction	000D0DDA
01AFE743	magnetosphere	07C66A9C
01AFEBE6	heart	0250F16F
01AFEC42	particle size distribution	039A5D12
01AFFDF0	culture	0163979E
01AFFE91	social values	03BC1292
01B00331	soil moisture	017C8A77
01B007D8	control	046EBFB3
01B00B18	humanidades	00EFAF77
01B00B7D	sea ice	0828D98A
01B00C85	nickel	1E0E8FE6
01B01011	lorries	031B4DDB
01B01E37	test validity	06ED4011
01B02398	social change	0C5412C8
01B02AF2	value system	0A7577A2
01B02DAD	einstein	08C0B1A2
01B0326F	radioactive waste	055892AC
01B03717	higher education	0734F9EA
01B03774	iron	20BC0271
01B038BD	water	0B80A0CF
01B03D54	nitrogen	200524E7
01B03FA2	evaluation function	07DB340C
01B04284	data analysis	0A7A83FE
01B04294	iris	01303166
01B0450B	performance	03D62B2D
01B0457F	physical properties	01243458
01B04920	newspapers	0BFF4AF7
01B04B63	kinetic energy	08198156
01B04C25	system performance	0B274714
01B04F00	distributed system	072BDC64
01B04FDF	abstract syntax	06D1BDEA
01B052D5	radioisotopes	0979BC95
01B052D5	soft tissue	0829ABF5
01B05330	elastic scattering	001D5D01
01B054F2	design	025FEB36
01B05B9E	computer simulation	1DD1FB15
01B062CE	energy levels	0A2B93B8
01B066F4	signal processing	0636FF17
01B06A29	power spectrum	0A052AEC
01B06E30	relative risk aversion	040D62B6
01B07163	crops	083351C6
01B071D3	energy policy	07CF9C18
01B07368	milky way	211C9131
01B074E8	neutron diffraction	0462D1E3
01B0750A	teaching methods	05481632
01B079DF	social theory	027E9F3E
01B07A0F	human resources	066A8B4E
01B08345	phase space	09054EE3
01B08626	inquiry	0810A8B1
01B086D5	genetic markers	0B5F3890
01B087DC	information systems	0ABD9D9D
01B096CB	spectrum	099F6B15
01B096E7	labor relations	04D3B8BE
01B0989D	gravitational collapse	070E9588
01B09916	transistors	0A4663BA
01B0A2C3	eigenvalues	097577DB
01B0A46A	astronomy	00137C13
01B0A620	machine learning	0724DFBA
01B0A68D	electric field	039FB84C
01B0A68D	quality factor	0B307632
01B0A6BB	economic	09ACE10E
01B0AD32	mean field theory	0C0D8A14
01B0AFC9	cyclic peptides	03A28E88
01B0B2B6	humanidades	00EFAF77
01B0B970	data reduction	092C8D93
01B0C47D	dyslexia	1E29D7C6
01B0CA00	efficiency	067A7532
01B0CA48	linguistic	027F4522
01B0D27C	crystal lattices	06E4496D
01B0D2B9	concurrent engineering	04AC06A8
01B0D727	integrated circuit	1F9A2DF7
01B0D842	genetic load	01718A9D
01B0E812	teaching methods	05481632
01B0F28F	ionizing radiation	01163129
01B0F50F	de sitter	0125EA8D
01B0FAF7	phase diagram	051ED2C6
01B101FD	data reduction	092C8D93
01B10777	dielectric properties	07F35096
01B107E1	x ray diffraction	0302CC50
01B10CD1	family counseling	03F6DBF6
01B10FC3	surgery	08689464
01B115F4	health policy	02D26B2F
01B12249	josephson junction	00B7B334
01B12615	continental margin	0C083F17
01B12C86	tensile test	0AE0DCD1
01B12E62	survey data	0BD48665
01B13105	sensitivity	01437EAF
01B13105	zirconium	1FE04647
01B1310C	malignant tumor	073F98A1
01B131B0	energy efficiency	0029D7DC
01B1393F	sampling	056A2510
01B14435	genetics	033D6521
01B14E55	adult education	02A6EB93
01B15227	cyclotron resonance	07E4B077
01B15F77	luminosity function	011209F5
01B16B69	materials science	0B7A44E7
01B16B92	analytical methods	0A2E6DD7
01B16D6D	fluid flow	056188B8
01B171BE	exchange interaction	0A6ACE6D
01B175B8	water vapor	08CB33B5
01B1771A	redundancy	09113C38
01B17786	product line engineering	005B33C8
01B17EAD	mixtures	006DFE37
01B18C35	data analysis	0A7A83FE
01B1905A	predictability	0BC7C025
01B1930D	humanidades	00EFAF77
01B1A01D	chip	09D5C7ED
01B1A02E	atmospheric modeling	070E1C76
01B1A84C	star formation	07806D30
01B1AA61	biomedical research	0660586C
01B1B1D4	ergonomics	09F03076
01B1B766	infiltration rate	0924B340
01B1C1C5	cancer	073F98A1
01B1C1FA	semitic	07E0AEF7
01B1C78B	performance indicators	0813BAD1
01B1C78B	sewage treatment	036C7F16
01B1C78B	wastewater	059B4450
01B1D03C	branch	0BD7AE0F
01B1D064	water	0B80A0CF
01B1D3AB	volume rendering	01D58247
01B1D460	evaluation methods	010D85B2
01B1D685	radial velocity	0272C106
01B1D925	nuclear reactor	2046FDA2
01B1DC55	el nino	000F0E4B
01B1DD12	zinc oxide	1FE672CA
01B1E961	oddball paradigm	0154CB53
01B1EC0E	humanidades	00EFAF77
01B1ED7E	x ray diffraction	0302CC50
01B1F21C	power plant	0041C9AE
01B1F328	energy intensity	05D17FF2
01B1F783	polyacrylamide	060F3759
01B1FC82	scientific principles	03CDFA12
01B202CD	gaussian white noise	06B6A4FE
01B20A44	spectrum	099F6B15
01B20E81	retrospective studies	09F64AED
01B21992	gravitational collapse	070E9588
01B21992	stellar evolution	0695AD9A
01B22B0B	population distribution	0BE7B041
01B22D36	physical chemistry	08CF176F
01B2326A	electricity generation	00067658
01B2326A	power plant	0041C9AE
01B23BCF	gamma radiation	0078B374
01B23C9D	environmental impact	09D1E215
01B23D55	disease prevalence	0B175998
01B23D55	vectors	00CB8059
01B2487B	treatment	09D2DCED
01B24BD6	luminosity function	011209F5
01B254B6	economy	081F3B76
01B25F21	zoology	056A5C00
01B26631	biomedical research	0660586C
01B282D1	watt	029F9379
01B2894E	contact angle	00640B8C
01B28F9D	genetic engineering	016BBCC9
01B29312	humanidades	00EFAF77
01B2943C	woody plants	07ACB44C
01B294C6	property	03364CF7
01B294C6	rents	065EA554
01B2A498	humanidades	00EFAF77
01B2A617	humanidades	00EFAF77
01B2AD91	temperature	07CF2CF2
01B2AE2B	power plant	0041C9AE
01B2AE2B	seismology	09D8D618
01B2B816	nuclear reactor	2046FDA2
01B2BC97	humor	20ADAE88
01B2C49B	water supply	05C8E997
01B2C53D	stress	05524AEA
01B2C828	radiation dose	09053984
01B2C882	european studies	0AA3A08A
01B2CD20	humanidades	00EFAF77
01B2D3C6	data acquisition	09C63690
01B2D984	bayer process	08C98573
01B2D991	kenya	0B2F54F0
01B2DD1E	numerical simulation	1DD1FB15
01B2DEF5	elementary particles	0623A455
01B2DF38	distributed system	072BDC64
01B2E12E	superconductors	0339863B
01B2E369	light emitting diode	0A87B62C
01B2E39F	thin film	0122F109
01B2E5D9	large hadron collider	0539B618
01B2E624	energy momentum tensor	0B6D0CEC
01B2E624	three dimensions	09633D62
01B2F055	finkelstein	039EA972
01B2F305	hygroscopicity	06BD2188
01B30872	oscillations	0197ED35
01B308AE	titanium	1E29F3D8
01B31603	design	025FEB36
01B3178A	security	1F734584
01B31A9A	carbon compounds	0C592DA7
01B31A9A	energy levels	0A2B93B8
01B31F3A	chemistry	0B0FEB68
01B322C9	mathematical model	0496747A
01B3267B	humanidades	00EFAF77
01B328D2	quantitative analysis	05B8A3F3
01B32F32	shadow price	085463A4
01B32F7C	physics	073B64E4
01B3308E	waste management	20AB1061
01B332AF	nervous system	2086D2EF
01B33668	development process	0ABCEA76
01B33A16	catalan	09C80C69
01B33A5C	statistical mechanics	05F3F881
01B33BBA	composite materials	09892D7B
01B33EF2	ion beam	0306C132
01B35208	tax law	035187EC
01B35276	fault tolerant	03C98E70
01B354D3	project evaluation	0052524D
01B3576D	evaluation methods	010D85B2
01B358CD	low frequency	064086B2
01B35E59	singular spectrum analysis	081F5925
01B36502	moon	05F4C67A
01B3671C	fiber reinforced polymer	048CEC84
01B367B3	illumination	1FFF546D
01B36F63	lead	1E6FF6A7
01B3713F	heat transfer	0302D694
01B37CF7	rheology	0BFADF02
01B3806A	humanidades	00EFAF77
01B391D8	stationary state	02D42759
01B39294	private equity	043D0E98
01B39407	humanidades	00EFAF77
01B3959F	fire suppression	0747F5D4
01B39783	expansion	07988724
01B39B4B	news	1F5C7FFD
01B3A0CE	deflection	06249535
01B3A277	beta decay	02CA33E6
01B3A348	specific activity	0BD7B0A1
01B3A6FC	information design	0730075E
01B3AD54	human computer interface	0667AC6E
01B3AD54	prototypes	0C16C5A5
01B3AD77	taxonomy	037ECF39
01B3AFF6	high performance computing	04F6CF02
01B3B62F	geometric optics	0692B2E8
01B3B6CC	elastic scattering	001D5D01
01B3BC4E	energy efficiency	0029D7DC
01B3BD1E	ground state	0424D6B7
01B3BEAE	steady state	020F5884
01B3BFD2	human factors	09F03076
01B3C676	data mining	0765A2E4
01B3D80A	quality improvement	04418F9F
01B3E242	role	0418DBF9
01B3E711	higher education	0734F9EA
01B3E82E	energy dispersive spectroscopy	08C9BA07
01B3ECBE	death	039BB95A
01B3FBFF	environmental monitoring	2027A5D9
01B402C3	trace elements	0211360A
01B4061E	elements	07665FF6
01B40D59	transparency	03EA785B
01B41FBB	physiology	028715BD
01B4222E	cultural differences	07768C2E
01B423AE	concept formation	02DEED18
01B43355	relativity theory	08E6829E
01B43754	symmetry breaking	0C34ED40
01B43DAA	social cohesion	00DF6987
01B450D5	solar radiation	0A2F051D
01B454C1	data collection	07F47865
01B4551B	safety factor	01052BA2
01B460EB	fiber optic	0B93C032
01B461E1	equator	00C610DC
01B47D4A	virus	012823EE
01B47D73	information	05758F58
01B47E33	covariance matrix	0B090DB2
01B48C91	teaching methods	05481632
01B496DC	monte carlo	01298A9B
01B49764	magnetic field	06DEBD1C
01B49792	cathode ray tubes	03114F17
01B49A2B	age	1DD502B7
01B4A32E	reasoning	01257A73
01B4A656	semi structured interviews	04C87429
01B4B096	absorption spectra	0724607F
01B4B418	magnetic field	06DEBD1C
01B4B523	animation	070A8707
01B4B8CF	competition	057138D5
01B4BD92	functional model	09B41CBD
01B4C3EE	radiation dose	09053984
01B4C456	scattering	0B69D943
01B4C6B2	waste management	20AB1061
01B4CB11	heat conduction	0A420C39
01B4DB04	personality	0B29CBB6
01B4DCE7	agronomy	00640F05
01B4DE00	air pollution	21536EF9
01B4DF4E	boron 10	0C549AE5
01B4EA86	mass communication	093D9291
01B4ECAC	customer satisfaction	0B6A3B78
01B4EE5E	gaussian distribution	0615D797
